french,german,Category,Number_char,Frequency,Similarity_score
la cravate,die Krawatte,fiche_vocabulaire_allemand_amour_et_mariage,12,3.63e-06,0.45454543999999997
la déclaration d’amour,die Liebeserklärung,fiche_vocabulaire_allemand_amour_et_mariage,19,1.35e-06,0.8048780600000001
la demoiselle d’honneur,die Brautjungfer,fiche_vocabulaire_allemand_amour_et_mariage,16,1.58e-07,0.7435897300000001
l’étreinte,die Umarmung,fiche_vocabulaire_allemand_amour_et_mariage,12,3.31e-06,0.81818181
l’histoire d’amour,die Liebesgeschichte,fiche_vocabulaire_allemand_amour_et_mariage,20,2.69e-06,0.84210527
la lettre d’amour,der Liebesbrief,fiche_vocabulaire_allemand_amour_et_mariage,15,8.13e-07,0.875
l’église,der Kirche,fiche_vocabulaire_allemand_amour_et_mariage,10,0.000141,0.88888889
"la petite amie, la copine",die Freundin,fiche_vocabulaire_allemand_amour_et_mariage,12,9.74e-05,0.72972974
"la proposition de mariage, la demande en mariage",der Heiratsantrag,fiche_vocabulaire_allemand_amour_et_mariage,17,1.91e-06,0.69230768
la robe de mariée,das Hochzeitskleid,fiche_vocabulaire_allemand_amour_et_mariage,18,9.12e-07,0.8285714200000001
la surprise,die Überraschung,fiche_vocabulaire_allemand_amour_et_mariage,16,2.75e-05,0.85185185
avoir le coup de foudre pour qqun,sich auf den ersten Blick in jdn verlieben,fiche_vocabulaire_allemand_amour_et_mariage,42,1.12e-07,0.81333333
divorcer,sich scheiden lassen,fiche_vocabulaire_allemand_amour_et_mariage,20,7.65e-06,0.78571428
embrasser,küssen,fiche_vocabulaire_allemand_amour_et_mariage,6,1.12e-05,0.6
être amoureux,verliebt sein,fiche_vocabulaire_allemand_amour_et_mariage,13,2.27e-05,0.7692307700000001
se fiancer,sich verloben,fiche_vocabulaire_allemand_amour_et_mariage,13,3.24e-07,0.5652174
faire l’amour,Liebe machen,fiche_vocabulaire_allemand_amour_et_mariage,12,0.000229,0.6799999999999999
flirter,flirten,fiche_vocabulaire_allemand_amour_et_mariage,7,4.79e-06,0.14285713
séduire,verführen,fiche_vocabulaire_allemand_amour_et_mariage,9,3.31e-06,0.75
sortir avec quelqu’un,mit jdm zusammen sein,fiche_vocabulaire_allemand_amour_et_mariage,21,1.66e-07,0.7142857
tomber amoureux,sich verlieben,fiche_vocabulaire_allemand_amour_et_mariage,14,5.24e-06,0.79310344
l’herbe (la pelouse),das Gras,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,1.82e-05,0.85714285
l’abeille,die Biene,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,3.39e-06,0.77777778
l’abricotier,der Aprikosenbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,17,1.05e-08,0.8620689699999999
l’arbre,der Baum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,4.16e-05,0.86666666
l’arbre fruitier,der Obstbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,1.35e-07,0.85714285
l’arrosoir,die Gießkanne,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,5.25e-07,0.91304348
l’artichaut,die Artischocke,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,1.2e-07,0.6153846000000001
l’asperge,der Spargel,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,3.63e-06,0.6
l’aubergine,die Aubergine,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,5.25e-07,0.33333330000000005
l’écorce,die Rinde,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,2.45e-06,0.88235294
l’épinard,der Spinat,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,2.57e-06,0.5789473700000001
l’épine,der Dorn,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,4.79e-06,0.86666666
l’érable,der Ahorn,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.55e-06,0.88235294
l’hortensia,die Hortensie,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,1.2e-07,0.41666669999999995
l’œillet,die Nelke,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,4.37e-07,0.76470588
l’oignon,die Zwiebel,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,3.39e-06,0.89473684
l’oranger,der Orangenbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,6.31e-08,0.58333334
l’orchidée,die Orchidee,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,6.03e-07,0.45454543999999997
l’orme,die Ulme,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,3.39e-07,0.57142857
l’outil,das Werkzeug,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,1.17e-05,0.89473684
la baie,die Beere,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,5.13e-07,0.75
la bêche,das Spaten,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,1.74e-06,0.66666666
la betterave,die Zuckerrübe,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.55e-07,0.69230768
la branche,der Zweig,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,5.89e-06,0.89473684
la brouette,die Schubkarre,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,5.37e-07,0.84
la campanule,die Glockenblume,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,16,7.08e-08,0.928571425
la carotte,die Karotte,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,1.02e-06,0.33333330000000005
la chrysanthème,die Chrysantheme,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,16,1.12e-07,0.2903226
la cisaille,die Schere,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,6.02e-06,0.8095238
la citrouille,der Kürbis,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,2.95e-06,0.91304348
la clôture,der Zaun,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,1.12e-05,0.88888889
la courgette,die Zucchini,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,2.04e-06,0.916666664
la culture,die Kultur,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,0.000104,0.4
la feuille,das Blatt,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,2.39e-05,0.78947368
la fleur,die Blume,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,8.71e-06,0.76470588
la forêt,der Wald,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,6.44e-05,0.875
la forêt tropicale,der Regenwald,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,2.95e-06,0.7419355000000001
la fougère,der Farn,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,5.13e-07,0.88888889
la fourche,die Gabel,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,4.36e-06,0.89473684
la graine,der Samen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.12e-05,0.88888889
la guêpe,die Wespe,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.07e-06,0.6470587999999999
la haie,die Hecke,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,2.29e-06,0.75
la jacinthe,die Hyazinthe,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,4.79e-08,0.41666669999999995
la jonquille,die Narzisse,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,1.48e-07,0.83333333
la laitue,der Kopfsalat,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,2.24e-07,0.72727272
la marguerite,das Gänseblümchen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,17,7.08e-07,0.7333333200000001
"la patate, la pomme de terre",die Kartoffel,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,5.49e-06,0.8048780600000001
la pelouse,der Rasen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.32e-05,0.68421054
la pivoine,die Pfingstrose,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,1.29e-07,0.6799999999999999
la plante,die Pflanze,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,1.35e-05,0.5
la pluie,der Regen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,4.26e-05,0.88235294
la racine,die Wurzel,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,5.75e-06,0.78947368
la récolte,die Ernte,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,9.55e-06,0.5789473700000001
la rose,die Rose,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,2.24e-05,0.46666664
la rosée,der Tau,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,7,2.4e-06,0.86666666
la salade,der Salat,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.26e-05,0.55555555
la serre,das Gewächshaus,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,1.91e-06,0.73913044
la tige de la fleur,der Blütenstiel,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,2.82e-08,0.8235294
la tomate,die Tomate,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,2.29e-06,0.36842109999999995
la tondeuse à gazon,der Rasenmäher,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.82e-06,0.6969697
la tulipe,die Tulpe,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,5.89e-07,0.44444439999999996
le bananier,der Bananenbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,1.62e-08,0.46153843000000006
le banc,die Bank,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,8.11e-05,0.46666664
le bois,das Holz,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,4.35e-05,0.86666666
le bouleau,die Birke,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.51e-06,0.68421054
le bouquet de fleurs,der Blumenstrauss,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,17,1.51e-06,0.78378378
le bourgeon,die Knospe,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,7.41e-07,0.7142857
le buis,Buchsbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,2.34e-07,0.75
le buisson,Der Busch,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.02e-05,0.5789473700000001
le bulbe,die Glühbirne,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,1.45e-06,0.5238095199999999
le cactus,der Kaktus,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,1.17e-06,0.36842109999999995
le cerisier,der Kirschbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.12e-06,0.6799999999999999
le champignon,der Pilz,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,6.61e-06,0.7142857
le chemin,der Weg,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,7,0.00046,0.625
le chêne,die Eiche,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,5.75e-06,0.4117647
le chèvrefeuille,Geißblatt,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,8.71e-08,0.76
le chou,der Kohl,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,9.77e-06,0.6
le chou-fleur,der Blumenkohl,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.12e-06,0.85185185
le citronnier,der Zitronenbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,16,7.24e-08,0.44827585999999997
le compost,der Kompost,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,1.07e-06,0.23809519999999995
le concombre,die Gurke,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,2.45e-06,0.6190476
le coquelicot,der Mohn,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,1.66e-06,0.7142857
le feuillage,das Laub,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,4.26e-06,0.9
le figuier,der Feigenbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,2.95e-07,0.83333333
le haricot,die Bohne,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.62e-06,0.68421054
le hêtre,die Buche,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,8.91e-06,0.52941176
le houx,die Stechpalme,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.35e-07,0.7142857
le jardin,den Garten,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,5.34e-05,0.4736842
le jardinage,die Gärtnerei,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,1.23e-06,0.76
le jardinier,der Gärtner,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,7.76e-06,0.73913044
le lierre,der Efeu,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,7.41e-07,0.6470587999999999
le lilas,der Flieder,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,9.77e-07,0.5789473700000001
le lis,die Lilie,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,1.02e-06,0.46666664
le maïs,der Mais,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,7.08e-06,0.46666664
le marronnier,der Kastanienbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,17,1.26e-07,0.66666666
le muguet,das Maiglöckchen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,16,2.95e-07,0.76
le navet,die Rübe,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,1.23e-06,0.625
le noyer,der Walnussbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,5.37e-08,0.82608695
le palmier,die Palme,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,3.24e-06,0.36842109999999995
le parterre de fleurs,das Blumenbeet,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,3.63e-07,0.885714285
le pêcher,der Pfirsich,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,1.48e-06,0.8095238
le persil,die Petersilie,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.41e-06,0.3913044
le peuplier,die Pappel,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,5.25e-07,0.8095238
le pin,die Kiefer,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,6.92e-06,0.625
le pissenlit,der Löwenzahn,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,1.41e-06,0.6799999999999999
le platane,die Platane,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,2.69e-07,0.23809519999999995
le poirier,der Birnbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,9.12e-07,0.81818181
le pommier,der Apfelbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,9.77e-07,0.82608695
le pot de fleur,der Blumentopf,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.07e-06,0.79310344
le potager,der Gemüsegarten,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,16,5.01e-07,0.8461538399999999
le printemps,"der Frühling, das Frühjahr",liste_vocabulaire_allemand_arbres_plantes_et_jardinage,26,1.11e-05,0.7368421
le radis,das Radieschen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,7.59e-07,0.54545453
le râteau,die Harke,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,4.79e-07,0.66666666
le rosier,der Rosenbusch,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.82e-07,0.82608695
le sapin,der Tannenbaum,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.2e-06,0.63636363
le saule pleureur,die Trauerweide,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,1.23e-07,0.5625
le sécateur,die Baumschere,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,2.51e-08,0.6
le sol,der Boden,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,0.000102,0.6
la terre,die Erde,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,7.92e-05,0.625
le soleil,die Sonne,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,7.06e-05,0.55555555
le terreau,die Blumenerde,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,1.82e-07,0.58333334
le tilleul,die Linde,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,4.47e-06,0.5789473700000001
le tournesol,die Sonnenblume,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,6.03e-07,0.55555555
le tronc d’arbre,der Baumstamm,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,13,1.35e-06,0.8620689699999999
le tuyau d’arrosage,der Gartenschlauch,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,18,5.37e-07,0.78378378
le ver,der Wurm,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,5.37e-06,0.7142857
le verger,der Obstgarten,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,5.25e-07,0.6521739
le vignoble,der Weinberg,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,3.16e-06,0.73913044
les feuilles,die Blätter,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,1.74e-05,0.82608695
les fleurs poussent,die Blumen wachsen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,18,1.39e-05,0.5675675600000001
les gants,die Handschuhe,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,5.75e-06,0.5652174
le légume,das Gemüse (les légumes = das Gemüse),liste_vocabulaire_allemand_arbres_plantes_et_jardinage,37,0.0,0.60869566
les lentilles,die Linsen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,10,3.71e-06,0.6521739
la mauvaise herbe,das Unkraut,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,3.16e-06,0.7142857
les outils de jardin,Gartengeräte,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,12,2.34e-07,0.8125
les pois,die Erbse,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,9,7.76e-07,0.76470588
les pois chiches,die Kichererbsen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,16,6.46e-07,0.5625
l’abri de jardin,Gartenschuppen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,14,4.17e-08,0.8
désherber,jäten,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,5,2.88e-07,0.85714285
arroser (une plante),gießen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,6,1.45e-05,0.7692307700000001
arroser (la pelouse),gießen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,6,1.45e-05,0.8461538399999999
cueillir des fleurs,Blumen pflücken,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,1.37e-06,0.6470587999999999
planter,pflanzen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,8,3.89e-05,0.33333330000000005
pousser (des plantes),wachsen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,7,2.88e-05,0.78571428
tondre le gazon,den Rasen mähen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,15,1.5e-06,0.8
fertiliser,düngen,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,6,6.92e-07,0.875
élaguer,beschneiden,liste_vocabulaire_allemand_arbres_plantes_et_jardinage,11,1.62e-06,0.88888889
armé,bewaffnet,liste_vocabulaire_allemand_crime_criminalite,9,5.75e-06,0.8461538399999999
abandonné,verlassen,liste_vocabulaire_allemand_crime_criminalite,9,8.91e-05,0.77777778
dangereux,gefährlich,liste_vocabulaire_allemand_crime_criminalite,10,3.98e-05,0.68421054
la contrebande,der Schmuggel,liste_vocabulaire_allemand_crime_criminalite,13,8.91e-07,0.85185185
de la fausse monnaie,das Falschgeld,liste_vocabulaire_allemand_crime_criminalite,14,7.94e-07,0.6470587999999999
les menottes,Handschellen,liste_vocabulaire_allemand_crime_criminalite,12,2.75e-06,0.75
illégal,rechtswidrig,liste_vocabulaire_allemand_crime_criminalite,12,3.63e-06,0.78947368
l’accusé,der Angeklagte,liste_vocabulaire_allemand_crime_criminalite,14,6.02e-06,0.81818181
l’adultère,der Ehebruch,liste_vocabulaire_allemand_crime_criminalite,12,1.23e-06,0.81818181
l’assaillant,der Angreifer,liste_vocabulaire_allemand_crime_criminalite,13,8.91e-06,0.92
l’esclavage,die Sklaverei,liste_vocabulaire_allemand_crime_criminalite,13,5.37e-06,0.58333334
l’espionnage,die Spionage,liste_vocabulaire_allemand_crime_criminalite,12,4.47e-06,0.33333330000000005
la calomnie,die Verleumdung,liste_vocabulaire_allemand_crime_criminalite,15,1.91e-06,0.8461538399999999
la conspiration,die Verschwörung,liste_vocabulaire_allemand_crime_criminalite,16,7.41e-06,0.80645162
la contrefaçon,die Fälschung,liste_vocabulaire_allemand_crime_criminalite,13,3.55e-06,0.85185185
la corruption,die Korruption,liste_vocabulaire_allemand_crime_criminalite,14,1.05e-05,0.25925929999999997
la cybercriminalité,die Cyberkriminalität,liste_vocabulaire_allemand_crime_criminalite,21,2.63e-07,0.30000000000000004
la délinquance,die Kriminalität,liste_vocabulaire_allemand_crime_criminalite,16,1e-05,0.7333333200000001
la diffamation,die Verleumdung,liste_vocabulaire_allemand_crime_criminalite,15,1.91e-06,0.7241379299999999
la discrimination,die Diskriminierung,liste_vocabulaire_allemand_crime_criminalite,19,1.02e-05,0.44444439999999996
la mafia,die Mafia,liste_vocabulaire_allemand_crime_criminalite,9,9.12e-06,0.4117647
la pédophilie,die Pädophilie,liste_vocabulaire_allemand_crime_criminalite,14,1.7e-06,0.33333330000000005
la peine de mort,die Todesstrafe,liste_vocabulaire_allemand_crime_criminalite,15,7.76e-06,0.6129032400000001
la prostitution,die Prostitution,liste_vocabulaire_allemand_crime_criminalite,16,4.9e-06,0.22580650000000002
la torture,die Folter,liste_vocabulaire_allemand_crime_criminalite,10,8.13e-06,0.9
"la violence (la brutalité, la contrainte)",die Gewalt,liste_vocabulaire_allemand_crime_criminalite,10,7.92e-05,0.76470588
la violence familiale,häusliche Gewalt,liste_vocabulaire_allemand_crime_criminalite,16,2.6e-06,0.78378378
le chantage,die Erpressung,liste_vocabulaire_allemand_crime_criminalite,14,3.71e-06,0.76
le crime organisé,organisierte Kriminalität,liste_vocabulaire_allemand_crime_criminalite,25,5e-06,0.66666666
le cyberharcèlement,Cyber-Belästigung,liste_vocabulaire_allemand_crime_criminalite,17,2.03e-06,0.66666666
le délit de fuite,Fahrerflucht,liste_vocabulaire_allemand_crime_criminalite,12,1.2e-06,0.7241379299999999
le détournement de mineur,Kindesmissbrauch,liste_vocabulaire_allemand_crime_criminalite,16,1.62e-06,0.8048780600000001
le harcèlement sexuel,sexuelle Belästigung,liste_vocabulaire_allemand_crime_criminalite,20,2.94e-06,0.7073170799999999
le suspect,der Verdächtige,liste_vocabulaire_allemand_crime_criminalite,15,7.41e-06,0.6
le terrorisme,der Terrorismus,liste_vocabulaire_allemand_crime_criminalite,15,7.58e-06,0.28571427000000005
le tireur,der Schütze,liste_vocabulaire_allemand_crime_criminalite,11,6.92e-06,0.7
le vandalisme,der Vandalismus,liste_vocabulaire_allemand_crime_criminalite,15,2.63e-06,0.28571427000000005
le vol à la tire,Taschendiebstahl,liste_vocabulaire_allemand_crime_criminalite,16,2.45e-07,0.875
le vol à l’étalage,Ladendiebstahl,liste_vocabulaire_allemand_crime_criminalite,14,7.59e-07,0.75
le vol,der Diebstahl,liste_vocabulaire_allemand_crime_criminalite,13,1.17e-05,0.68421054
le vol d’identité,Identitätsdiebstahl,liste_vocabulaire_allemand_crime_criminalite,19,2.88e-07,0.66666666
le voleur,der Dieb,liste_vocabulaire_allemand_crime_criminalite,8,6.76e-06,0.76470588
le vol à main armée,bewaffneter Raubüberfall,liste_vocabulaire_allemand_crime_criminalite,24,1.04e-06,0.8139534900000001
maltraité,misshandelt,liste_vocabulaire_allemand_crime_criminalite,11,3.16e-06,0.6
menaçant,bedrohlich,liste_vocabulaire_allemand_crime_criminalite,10,2.95e-06,0.88888889
la trahison,der Verrat,liste_vocabulaire_allemand_crime_criminalite,10,5.49e-06,0.7142857
l’abus de confiance,Vertrauensbruch,liste_vocabulaire_allemand_crime_criminalite,15,3.89e-07,0.8235294
l’assassin,der Mörder,liste_vocabulaire_allemand_crime_criminalite,10,1.62e-05,1.0
l’assassinat,der Mord,liste_vocabulaire_allemand_crime_criminalite,8,3.38e-05,1.0
l’attentat,der Anschlag,liste_vocabulaire_allemand_crime_criminalite,12,1.7e-05,0.72727272
le braquage,der Raubüberfall,liste_vocabulaire_allemand_crime_criminalite,16,2.04e-06,0.62962964
le cambriolage,der Einbruch,liste_vocabulaire_allemand_crime_criminalite,12,1.1e-05,0.69230768
le cambrioleur,der Einbrecher,liste_vocabulaire_allemand_crime_criminalite,14,6.61e-06,0.57142857
le complice,der Komplize,liste_vocabulaire_allemand_crime_criminalite,12,1.29e-06,0.30434779999999995
le complot,das Komplott,liste_vocabulaire_allemand_crime_criminalite,12,1.05e-06,0.36363639999999997
le contrebandier,der Schmuggler,liste_vocabulaire_allemand_crime_criminalite,14,9.55e-07,0.8
le coupable,der Schuldige,liste_vocabulaire_allemand_crime_criminalite,13,1.62e-06,0.5
le couteau,das Messer,liste_vocabulaire_allemand_crime_criminalite,10,3.08e-05,0.9
le crime,das Verbrechen,liste_vocabulaire_allemand_crime_criminalite,14,3.16e-05,0.81818181
le crime contre l’humanité,Verbrechen das gegen die Menschlichkeit,liste_vocabulaire_allemand_crime_criminalite,39,5.75e-06,0.75384615
le criminel,der Verbrecher,liste_vocabulaire_allemand_crime_criminalite,14,1.12e-05,0.76
le dealer de drogue,der Drogendealer,liste_vocabulaire_allemand_crime_criminalite,16,1.62e-06,0.54285714
le délit,die Straftat,liste_vocabulaire_allemand_crime_criminalite,12,6.02e-06,0.7
le délit d’initié,das Insider-Delikt,liste_vocabulaire_allemand_crime_criminalite,18,8.01e-07,0.77142857
le détournement (d’avion),die Flugzeugentführung,liste_vocabulaire_allemand_crime_criminalite,22,9.33e-08,0.6595744800000001
l’empoisonnement,die Vergiftung,liste_vocabulaire_allemand_crime_criminalite,14,2.19e-06,0.7333333200000001
l’enlèvement,die Entfernung,liste_vocabulaire_allemand_crime_criminalite,14,2.34e-05,0.7692307700000001
l’espion,"der Spion, die Spionin",liste_vocabulaire_allemand_crime_criminalite,22,3.11e-07,0.66666666
le témoignage (le récit),das Zeugnis,liste_vocabulaire_allemand_crime_criminalite,11,8.31e-06,0.77142857
en flagrant délit,auf frischer Tat,liste_vocabulaire_allemand_crime_criminalite,16,7.01e-06,0.6969697
"le fugitif, la fugitive",der / die Entflohene,liste_vocabulaire_allemand_crime_criminalite,20,1.35e-07,0.7209302200000001
le gangster,der Gangster,liste_vocabulaire_allemand_crime_criminalite,12,4.57e-06,0.21739129999999995
le génocide,der Völkermord,liste_vocabulaire_allemand_crime_criminalite,14,4.68e-06,0.84
le hacker,der Hacker,liste_vocabulaire_allemand_crime_criminalite,10,8.32e-06,0.26315789999999994
l’homicide,die Tötung,liste_vocabulaire_allemand_crime_criminalite,10,5.89e-06,0.8
l’homicide volontaire / involontaire,vorsätzliche/fahrlässige Tötung,liste_vocabulaire_allemand_crime_criminalite,31,5.51e-07,0.82089552
le hors la loi,der / die Geächtete,liste_vocabulaire_allemand_crime_criminalite,19,1.55e-07,0.81818181
l’incendie,der Brand,liste_vocabulaire_allemand_crime_criminalite,9,2.82e-05,0.68421054
l’infanticide,der Kindesmord,liste_vocabulaire_allemand_crime_criminalite,14,2.95e-08,0.85185185
le kidnappeur,der Entführer,liste_vocabulaire_allemand_crime_criminalite,13,1.51e-06,0.7692307700000001
le larcin (butin),das Diebesgut,liste_vocabulaire_allemand_crime_criminalite,13,7.59e-07,0.66666666
le maître chanteur,der Erpresser,liste_vocabulaire_allemand_crime_criminalite,13,1.02e-06,0.6129032400000001
le malfaiteur,der Übeltäter,liste_vocabulaire_allemand_crime_criminalite,13,1.2e-06,0.53846154
